DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationType,MonitoringLocationWaterbody,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-06,,,,,,Probe/Sensor,Turbidity,,,23.9,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-06,,,,,,Probe/Sensor,"Temperature, water",,,8.5,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-06,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,118.47,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,Specific conductance,,,176.23,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,10.68,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,84.97,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,pH,,,8.24,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,Salinity,,,0.13,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,Turbidity,,,16.4,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,"Temperature, water",,,5.57,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-11,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,108.43,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,Specific conductance,,,168.33,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,11.04,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,81.7,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,pH,,,8.16,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,Salinity,,,0.14,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,Turbidity,,,0,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,"Temperature, water",,,3,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-19,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,108.33,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,Specific conductance,,,156.73,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,11.43,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,82.83,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,pH,,,8.1,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,Salinity,,,0.13,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,Turbidity,,,19.9,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,"Temperature, water",,,2,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2017-10-27,,,,,,Probe/Sensor,Oxidation reduction potential (ORP),,,120.73,mV,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-05-31,,,,,,Probe/Sensor,Specific conductance,,,193.13,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-05-31,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.61,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-05-31,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,89.9,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-05-31,,,,,,Probe/Sensor,pH,,,8.05,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-05-31,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-05-31,,,,,,Probe/Sensor,Turbidity,,,135,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-05-31,,,,,,Probe/Sensor,"Temperature, water",,,17.4,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-06,,,,,,Probe/Sensor,Specific conductance,,,176.47,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-06,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,9.31,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-06,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,90.73,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-06,,,,,,Probe/Sensor,pH,,,8.01,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-06,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-06,,,,,,Probe/Sensor,Turbidity,,,61.17,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-06,,,,,,Probe/Sensor,"Temperature, water",,,14.2,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-12,,,,,,Probe/Sensor,Specific conductance,,,204.87,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-12,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.52,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-12,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,89.2,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-12,,,,,,Probe/Sensor,pH,,,8.08,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-12,,,,,,Probe/Sensor,Salinity,,,0.11,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-12,,,,,,Probe/Sensor,Turbidity,,,26.7,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-12,,,,,,Probe/Sensor,"Temperature, water",,,17.6,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-19,,,,,,Probe/Sensor,Specific conductance,,,189.23,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-19,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.77,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-19,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,84,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-19,,,,,,Probe/Sensor,pH,,,7.89,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-19,,,,,,Probe/Sensor,Salinity,,,0.1,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-19,,,,,,Probe/Sensor,Turbidity,,,205.57,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-19,,,,,,Probe/Sensor,"Temperature, water",,,19.1,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-27,,,,,,Probe/Sensor,Specific conductance,,,199.57,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-27,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,7.58,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-27,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,86.53,%,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-27,,,,,,Probe/Sensor,pH,,,8.05,None,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-27,,,,,,Probe/Sensor,Salinity,,,0.1,ppt,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-27,,,,,,Probe/Sensor,Turbidity,,,55.47,NTU,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-06-27,,,,,,Probe/Sensor,"Temperature, water",,,21.8,deg C,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-07-04,,,,,,Probe/Sensor,Specific conductance,,,162.83,uS/cm,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-07-04,,,,,,Probe/Sensor,Dissolved oxygen (DO),,,8.14,mg/l,,,,,,Average of entire water column (3 measures),,,,,,,,
Mikisew Cree First Nation - Community Based Monitoring Program,,Cree Creek,58.51339333,-111.5205067,NAD27,River/Stream,Cree Creek,Field Msr/Obs-Portable Data Logger,Surface water,2018-07-04,,,,,,Probe/Sensor,Dissolved oxygen saturation,,,88.73,%,,,,,,Average of entire water column (3 measures),,,,,,,,
